nom,dci,laboratoire,amm,is_available,classe,sous_classe,forme,gp_status,veic,tableau,nb_fabricants_dci,hhi_dci,nb_amm_dci,nb_presentations_dci,nb_dci_sous_classe,anciennete_amm,duree_conservation_mois,indications_len,nb_indications,est_generique,est_biosimilaire,est_injectable,est_chronique,indications,dosage,presentation,date_amm
NOSPASM,PHLOROGLUCINOL,GALPHARMA,9223391,1,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS UTILISES EN CAS DE PROBLEMES FONCTIONNELS GASTRO-INTESTINAUX,Comprimé orodispersible,Générique,Intermédiaire,O,14,0.08163265306122448,28,5,15,9.1,24.0,250,4,1,0,0,1,- Traitement symptomatique des douleurs liées aux troubles fonctionnels du tube digestif et des voies biliaires. - Traitement des manifestations spasmodiques et douloureuses aiguës des voies urinaires: coliques néphrétiques. - Traitement symptomatiqu,80 mg,B/10,2017-02-07
NOSPASM,PHLOROGLUCINOL,GALPHARMA,9223394,1,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS UTILISES EN CAS DE PROBLEMES FONCTIONNELS GASTRO-INTESTINAUX,Comprimé orodispersible,Générique,Intermédiaire,O,14,0.08163265306122448,28,5,15,4.3,24.0,250,4,1,0,0,1,- Traitement symptomatique des douleurs liées aux troubles fonctionnels du tube digestif et des voies biliaires. - Traitement des manifestations spasmodiques et douloureuses aiguës des voies urinaires: coliques néphrétiques. - Traitement symptomatiqu,160 mg,B/12,2021-10-26
NOSPASM,PHLOROGLUCINOL,GALPHARMA,9223392,1,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS UTILISES EN CAS DE PROBLEMES FONCTIONNELS GASTRO-INTESTINAUX,Comprimé orodispersible,Générique,Intermédiaire,O,14,0.08163265306122448,28,5,15,7.7,24.0,250,4,1,0,0,1,- Traitement symptomatique des douleurs liées aux troubles fonctionnels du tube digestif et des voies biliaires. - Traitement des manifestations spasmodiques et douloureuses aiguës des voies urinaires: coliques néphrétiques. - Traitement symptomatiqu,80 mg,B/20,2018-06-26
NOSPASM,PHLOROGLUCINOL,GALPHARMA,9223393,1,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS UTILISES EN CAS DE PROBLEMES FONCTIONNELS GASTRO-INTESTINAUX,Comprimé orodispersible,Générique,Intermédiaire,O,14,0.08163265306122448,28,5,15,7.7,24.0,250,4,1,0,0,1,- Traitement symptomatique des douleurs liées aux troubles fonctionnels du tube digestif et des voies biliaires. - Traitement des manifestations spasmodiques et douloureuses aiguës des voies urinaires: coliques néphrétiques. - Traitement symptomatiqu,80 mg,B/30,2018-06-26
NOTOS COMBI,BUDESONIDE+FORMOTEROL,OPALIA PHARMA,9024171,1,SYSTEME RESPIRATOIRE,MEDICAMENTS DES MALADIES RESPIRATOIRES OBSTRUCTIVE,Poudre pour inhalation buccale,Générique,Essentiel,A,3,0.346938775510204,7,5,25,7.8,24.0,250,3,1,0,0,1,"1- Asthme: Symbicort Turbuhaler est indiqué en traitement continu de l'asthme persistant, dans les situations où l'administration par voie inhalée d'un médicament associant un corticoide et un bronchodilatateur bêta-2 agoniste de longue durée d'actio",400µg/12µg,B/2FL(60+60 gélules)+inhalateur,2018-04-27
NOTOS COMBI,BUDESONIDE+FORMOTEROL,OPALIA PHARMA,9024172,1,SYSTEME RESPIRATOIRE,MEDICAMENTS DES MALADIES RESPIRATOIRES OBSTRUCTIVE,Poudre pour inhalation buccale,Générique,Essentiel,A,3,0.346938775510204,7,5,25,7.4,24.0,250,3,1,0,0,1,"1- Asthme: NOTOS COMBI est indiqué en traitement continu de l'asthme persistant, dans les situations où l'administration par voie inhalée d'un médicament associant un corticoide et un bronchodilatateur bêta-2 agoniste de longue durée d'action est jus",200µg/12µg,B/120 gélules+inhalateur,2018-10-11
NOTOS EASY FLOW,FORMOTEROL,OPALIA PHARMA,9024101,1,SYSTEME RESPIRATOIRE,MEDICAMENTS DES MALADIES RESPIRATOIRES OBSTRUCTIVE,Poudre pour inhalation buccale,Générique,Essentiel,A,8,0.14049586776859505,11,6,25,9.2,24.0,250,4,1,0,0,1,"1/ Traitement symptomatique continu de l'asthme et des autres bronchopneumopathies obstructives réversibles; - chez des patients nécessitant des prises quotidiennes de béta2 agonistes à action rapide et de courte durée, - et/ou en cas de symptômes no",12 µg,B/30 gélules + inhalateur,2016-12-29
NOTOS EASY FLOW,FORMOTEROL,OPALIA PHARMA,9024102,1,SYSTEME RESPIRATOIRE,MEDICAMENTS DES MALADIES RESPIRATOIRES OBSTRUCTIVE,Poudre pour inhalation buccale,Générique,Essentiel,A,8,0.14049586776859505,11,6,25,9.2,36.0,250,4,1,0,0,1,"1/ Traitement symptomatique continu de l'asthme et des autres bronchopneumopathies obstructives réversibles; - chez des patients nécessitant des prises quotidiennes de béta2 agonistes à action rapide et de courte durée, - et/ou en cas de symptômes no",12 µg,B/60 gélules+inhalateur,2016-12-29
NOVACLAV,AMOXICILLINE+ACIDE CLAVULANIQUE,ADWYA,9043944,1,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),Comprimé pelliculé,Générique,Essentiel,A,12,0.12897959183673469,70,37,63,17.1,24.0,250,1,1,0,0,0,"NOVACLAV est indiqué pour le traitement des infections suivantes chez l'adulte et l'enfant: · sinusite bactérienne aiguë (diagnostiquée de façon appropriée), · otite moyenne aiguë, · surinfection de bronchite chronique (diagnostiquée de façon appropr",500 mg/62.5mg,B/16,2009-01-07
NOVACLAV,AMOXICILLINE+ACIDE CLAVULANIQUE,ADWYA,9043943,1,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),Comprimé pelliculé,Générique,Essentiel,A,12,0.12897959183673469,70,37,63,17.1,24.0,250,1,1,0,0,0,"NOVACLAV est indiqué pour le traitement des infections suivantes chez l'adulte et l'enfant: · sinusite bactérienne aiguë (diagnostiquée de façon appropriée), · otite moyenne aiguë, · surinfection de bronchite chronique (diagnostiquée de façon appropr",500 mg/62.5mg,B/24,2009-01-07
NOVACLAV ADULTE,AMOXICILLINE+ACIDE CLAVULANIQUE,ADWYA,9043942,0,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),Poudre pour suspension orale,Générique,Essentiel,A,12,0.12897959183673469,70,37,63,17.2,24.0,250,1,1,0,0,0,"NOVACLAV est indiqué pour le traitement des infections suivantes chez l'adulte et l'enfant (voir rubriques 4.2, 4.4 et 5.1) : · sinusite bactérienne aiguë (diagnostiquée de façon appropriée), · otite moyenne aiguë, · exacerbation de bronchite chroniq",1g/125mg,B/12,2008-12-19
NOVACLAV ADULTE,AMOXICILLINE+ACIDE CLAVULANIQUE,ADWYA,9043947,0,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),Poudre pour suspension orale,Générique,Essentiel,A,12,0.12897959183673469,70,37,63,12.0,24.0,250,1,1,0,0,0,"NOVACLAV est indiqué pour le traitement des infections suivantes chez l'adulte et l'enfant (voir rubriques 4.2, 4.4 et 5.1) : · sinusite bactérienne aiguë (diagnostiquée de façon appropriée), · otite moyenne aiguë, · exacerbation de bronchite chroniq",1g/125mg,B/21,2014-02-11
NOVACLAV ENFANT,AMOXICILLINE+ACIDE CLAVULANIQUE,ADWYA,9043941,1,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),Poudre pour suspension orale,Générique,Essentiel,A,12,0.12897959183673469,70,37,63,17.2,24.0,250,1,1,0,0,0,"NOVACLAV est indiqué pour le traitement des infections suivantes chez l'adulte et l'enfant: · sinusite bactérienne aiguë (diagnostiquée de façon appropriée), · otite moyenne aiguë, · exacerbation de bronchite chronique (diagnostiquée de façon appropr",100 mg/12.5mg/ml,FL/60 ml + seringue doseuse,2008-12-19
NOVACLAV ENFANTS,AMOXICILLINE+ACIDE CLAVULANIQUE,ADWYA,9043946,0,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),Poudre pour suspension orale,Générique,Essentiel,A,12,0.12897959183673469,70,37,63,17.0,24.0,250,1,1,0,0,0,"NOVACLAV  est indiqué pour le traitement des infections suivantes chez l'adulte et l'enfant: · sinusite bactérienne aiguë (diagnostiquée de façon appropriée), · otite moyenne aiguë, · exacerbation de bronchite chronique (diagnostiquée de façon approp",500 mg/62.5 mg,B/12 Sachets-doses,2009-03-02
NOVACLAV ENFANTS,AMOXICILLINE+ACIDE CLAVULANIQUE,ADWYA,9043948,0,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),Poudre pour suspension orale,Générique,Essentiel,A,12,0.12897959183673469,70,37,63,11.5,24.0,250,1,1,0,0,0,"NOVACLAV  est indiqué pour le traitement des infections suivantes chez l'adulte et l'enfant: · sinusite bactérienne aiguë (diagnostiquée de façon appropriée), · otite moyenne aiguë, · exacerbation de bronchite chronique (diagnostiquée de façon approp",500 mg/62.5 mg,B/21 Sachets-doses,2014-08-15
NOVACLAV NOURRISSONS,AMOXICILLINE+ACIDE CLAVULANIQUE,ADWYA,9043945,0,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),Poudre pour suspension orale,Générique,Essentiel,A,12,0.12897959183673469,70,37,63,17.0,24.0,250,1,1,0,0,0,"NOVACLAV NOURRISSONS est indiqué pour le traitement des infections suivantes chez l'adulte et l'enfant: · sinusite bactérienne aiguë (diagnostiquée de façon appropriée), · otite moyenne aiguë, · exacerbation de bronchite chronique (diagnostiquée de f",100 mg/12.5mg/ml,FL/30 ml + seringue doseuse,2009-03-02
NOVADOL,PARACETAMOL,ADWYA,9043932,1,SYSTEME NERVEUX,ANALGESIQUES,Gélule,Générique,Essentiel,O,20,0.08336636279561369,87,42,27,17.4,24.0,200,1,1,0,0,1,Traitement symptomatique des douleurs d'intensité légère à modérée et/ou des états fébriles. Cette présentation est réservée à l'adulte et à l'enfant à partir de 27 kg (soit à partir d'environ 8 ans).,500 mg,B/16,2008-10-22
NOVADOL,PARACETAMOL,ADWYA,9043937,1,SYSTEME NERVEUX,ANALGESIQUES,Poudre pour solution orale,Générique,Essentiel,O,20,0.08336636279561369,87,42,27,16.3,24.0,250,1,1,0,0,1,Traitement symptomatique des douleurs d'intensité légère à modérée et/ou des états fébriles. Traitement symptomatique des douleurs de l'arthrose. Cette présentation est réservée à l'adulte et l'enfant à partir de 50kg (soit à partir d'environ 15 ans),1 gr,B/8 Sachets,2009-11-24
NOVADOL,PARACETAMOL,ADWYA,9043936,1,SYSTEME NERVEUX,ANALGESIQUES,Comprimé,Générique,Essentiel,O,20,0.08336636279561369,87,42,27,16.3,24.0,92,1,1,0,0,1,Traitement symptomatique des douleurs d'intensité légère à modérée et/ou des états fébriles.,500 mg,B/12,2009-11-24
NOVADOL,PARACETAMOL,ADWYA,9043939,1,SYSTEME NERVEUX,ANALGESIQUES,Comprimé,Générique,Essentiel,O,20,0.08336636279561369,87,42,27,12.4,24.0,250,1,1,0,0,1,Traitement symptomatique des douleurs d'intensité légère à modérée et/ou des états fébriles. Traitement symptomatique des douleurs de l'arthrose. Cette présentation est réservée à l'adulte et à l'enfant à partir de 50 kg (soit à partir d'environ 15 a,1000 mg,B/8,2013-10-10
NOVADOL,PARACETAMOL,ADWYA,9043938,1,SYSTEME NERVEUX,ANALGESIQUES,Comprimé,Générique,Essentiel,O,20,0.08336636279561369,87,42,27,12.8,24.0,199,1,1,0,0,1,Traitement symptomatique des douleurs d'intensité légère à modérée et/ou des états fébriles. Cette présentation est réservée à l'adulte et à l'enfant à partir de 27kg (soit à partir d'environ 8 ans).,500 mg,B/16,2013-04-26
NOVADOL,PARACETAMOL,ADWYA,9043931,1,SYSTEME NERVEUX,ANALGESIQUES,Poudre pour solution orale,Générique,Essentiel,O,20,0.08336636279561369,87,42,27,17.4,24.0,125,1,1,0,0,1,Traitement symptomatique des douleurs légères à modérées et de la fièvre. Adulte et enfant à partir de 27 kg (environ 8 ans).,500 mg,B/12 Sachets,2008-10-22
NOVADOL,PARACETAMOL,ADWYA,9043935,1,SYSTEME NERVEUX,ANALGESIQUES,Poudre pour solution orale,Générique,Essentiel,O,20,0.08336636279561369,87,42,27,17.4,24.0,179,1,1,0,0,1,Traitement symptomatique des douleurs d'intensité légère à modérée et/ou des états fébriles. Cette présentation est réservée à l'enfant de 16 à 48 kg (soit environ de 4 à 15 ans).,300 mg,B/12 Sachets,2008-10-22
NOVADOL EXTRA,PARACETAMOL+CAFEINE,ADWYA,9044281,1,SYSTEME NERVEUX,ANALGESIQUES,Comprimé,Générique,Essentiel,O,8,0.13580246913580246,9,4,27,9.0,24.0,92,1,1,0,0,1,Traitement symptomatique des douleurs d'intensité légère à modérée et/ou des états fébriles.,500 mg/65 mg,B/16,2017-02-21
NOVADOL PÉDIATRIQUE,PARACETAMOL,ADWYA,90439310,0,SYSTEME NERVEUX,ANALGESIQUES,Suspension buvable,Générique,Essentiel,O,20,0.08336636279561369,87,42,27,8.0,24.0,92,1,1,0,0,1,Traitement symptomatique des douleurs d'intensité légère à modérée et/ou des états fébriles.,3%,FL/100 ml,2018-02-22
NOVAFEN,IBUPROFEN,ADWYA,9044101,1,SYSTEME NERVEUX,ANALGESIQUES,Suspension buvable,Générique,Essentiel,O,15,0.10526315789473682,38,16,27,13.1,36.0,131,3,1,0,0,1,- Traitement symptomatique des affections douloureuses et/ou fébriles. - Traitement symptomatique de l'arthrite chronique juvénile.,20 mg/1 ml,FL/125 ml,2013-02-05
NOVAFEN,IBUPROFEN,ADWYA,9044103,1,MUSCLE ET SQUELETTE,ANTI-INFLAMMATOIRES ET ANTIRHUMATISMAUX,Comprimé pelliculé,Générique,Essentiel,C,15,0.10526315789473682,38,16,18,13.2,24.0,250,3,1,0,0,0,"Ce médicament contient un anti-inflammatoire non stéroïdien: l'ibuprofène. Chez l'adulte et l'enfant de plus de 30 kg (soit environ 11-12 ans), il est indiqué, dans le traitement de courte durée de la fièvre et/ou des douleurs telles que maux de tête",400 mg,B/20,2012-12-26
NOVAFEN,IBUPROFEN,ADWYA,9044102,1,MUSCLE ET SQUELETTE,ANTI-INFLAMMATOIRES ET ANTIRHUMATISMAUX,Comprimé pelliculé,Générique,Essentiel,O,15,0.10526315789473682,38,16,18,13.1,24.0,250,4,1,0,0,0,"Ce médicament contient un anti-inflammatoire non stéroïdien: l'ibuprofène. Il est indiqué, chez l'adulte et l'enfant de plus de 20 kg (soit environ 6 ans), dans le traitement de courte durée de fièvre et/ou des douleurs telles que: - maux de tête - é",200 mg,B/20,2013-02-05
NOVAFEN,IBUPROFEN,ADWYA,9044104,1,MUSCLE ET SQUELETTE,ANTI-INFLAMMATOIRES ET ANTIRHUMATISMAUX,Comprimé pelliculé,Générique,Essentiel,C,15,0.10526315789473682,38,16,18,9.0,24.0,189,1,1,0,0,0,Traitement symptomatique de la douleur et de l'inflammation dans les maladies arthritiques (par ex. polyarthrite rhumatoïde) et les affections arthritiques dégénératives (par ex. arthrose).,600 mg,B/20,2017-02-16
NOVALIP,FENOFIBRATE,ADWYA,9044042,0,SYSTEME CARDIOVASCULAIRE,AGENTS REDUISANT LES LIPIDES SERIQUES,Gélule,Générique,Essentiel,C,8,0.14285714285714285,14,4,10,4.3,24.0,250,2,1,0,0,1,"NOVALIP est indiqué en complément d'un régime alimentaire adapté et d'autres mesures non pharmacologiques (tels que exercice, perte de poids) dans les cas suivants: -Traitement d'une hypertriglycéridémie sévère associée ou non à un faible taux de HDL",160 mg,B/30,2021-10-26
NOVALIP LM,FENOFIBRATE,ADWYA,9044041,0,SYSTEME CARDIOVASCULAIRE,AGENTS REDUISANT LES LIPIDES SERIQUES,Comprimé pelliculé,Générique,Essentiel,C,8,0.14285714285714285,14,4,10,15.8,24.0,250,1,1,0,0,1,"Hypercholestérolémie et hypertriglycéridémie isolée ou combinée (dyslipidémies de type IIa, IIb, IV, de même que les dyslipidémies de types III et V) des patients ne répondant pas à un régime adapté et d'autres mesures thérapeutiques non médicamenteu",160 mg,B/30,2010-05-19
NOVAMOX,AMOXICILLINE,ADWYA,9043972,1,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),Comprime dispersible,Générique,Essentiel,A,7,0.1866825208085612,58,17,63,16.2,24.0,250,6,1,0,0,0,Elles sont limitées aux infections dues aux germes définis comme sensibles : - Chez l'adulte et l'enfant : * Traitement initial des : - pneumopathies aiguës ;  surinfections de bronchites aiguës et exacerbation de bronchites chroniques ; - infections,1 gr,B/12,2009-12-10
NOVAMOX,AMOXICILLINE,ADWYA,9043971,1,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),Comprime dispersible,Générique,Essentiel,A,7,0.1866825208085612,58,17,63,16.6,24.0,250,10,1,0,0,0,Chez l'adulte et l'enfant: 1- Traitement initial des: - pneumopathies aigues; - surinfections des bronchites aigues et exacerbations de bronchites chroniques;  - infections ORL et Stomatologiques; - infections urinaires. - infections génitales mascul,500 mg,B/12,2009-07-13
NOVAMOX,AMOXICILLINE,ADWYA,9043974,1,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),Poudre pour suspension orale,Générique,Essentiel,A,7,0.1866825208085612,58,17,63,16.1,24.0,250,7,1,0,0,0,Elles sont limitées aux infections dues aux germes définis comme sensibles : Chez l'adulte et l'enfant : 1- En traitement initial des : - pneumopathies aiguës ; - surinfections de bronchites aiguës et exacerbation de bronchites chroniques ; - infecti,250 mg,FL/ 60 ML,2010-01-07
NOVAMOX,AMOXICILLINE,ADWYA,9043973,1,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),Poudre pour suspension orale,Générique,Essentiel,A,7,0.1866825208085612,58,17,63,16.2,24.0,250,6,1,0,0,0,Elles sont limitées aux infections dues aux germes définis comme sensibles : - Chez l'adulte et l'enfant : * Traitement initial des : - pneumopathies aiguës ;  surinfections de bronchites aiguës et exacerbation de bronchites chroniques ; - infections,500 mg/5 ml,FL/60 ml,2009-12-01
NOVAMOX,AMOXICILLINE,ADWYA,9043976,1,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),Gélule,Générique,Essentiel,A,7,0.1866825208085612,58,17,63,15.0,24.0,249,8,1,0,0,0,"A/ Chez l'adulte et l'enfant: 1- Traitement initial des: - pneumopathies aigues; - surinfections des bronchites aigues et exacerbations de bronchites chroniques; - infections ORL (otite, sinusite, angine documentée à streptocoque A béta-hémolytique)",500 mg,B/12,2011-02-17
NOVAMOX,AMOXICILLINE,ADWYA,9043975,1,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),Comprime dispersible,Générique,Essentiel,A,7,0.1866825208085612,58,17,63,15.8,24.0,250,10,1,0,0,0,Chez l'adulte et l'enfant: 1- Traitement initial des: - pneumopathies aigues; - surinfections des bronchites aigues et exacerbations de bronchites chroniques;  - infections ORL et Stomatologiques; - infections urinaires. - infections génitales mascul,500 mg,B/24,2010-05-06
NOVASFON,PHLOROGLUCINOL,ADWYA,9044192,1,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS UTILISES EN CAS DE PROBLEMES FONCTIONNELS GASTRO-INTESTINAUX,Comprimé orodispersible,Générique,Intermédiaire,O,14,0.08163265306122448,28,5,15,10.0,24.0,250,4,1,0,0,1,- Traitement symptomatique des douleurs liées aux troubles fonctionnels du tube digestif et des voies biliaires. - Traitement des manifestations spasmodiques et douloureuses aiguës des voies urinaires: coliques néphrétiques. - Traitement symptomatiqu,160 mg,B/12,2016-02-17
NOVASFON,PHLOROGLUCINOL,ADWYA,9044191,1,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENTS UTILISES EN CAS DE PROBLEMES FONCTIONNELS GASTRO-INTESTINAUX,Comprimé orodispersible,Générique,Intermédiaire,O,14,0.08163265306122448,28,5,15,11.3,24.0,250,4,1,0,0,1,- Traitement symptomatique des douleurs liées aux troubles fonctionnels du tube digestif et des voies biliaires. - Traitement des manifestations spasmodiques et douloureuses aiguës des voies urinaires: coliques néphrétiques. - Traitement symptomatiqu,80 mg,B/20,2014-11-28
NOVATOUX ADULTES TOUX SÈCHE 0.3 %,DEXTROMETHORPHANE,ADWYA,9044272,0,SYSTEME RESPIRATOIRE,MEDICAMENTS DE LA TOUX ET DU RHUME,Sirop,Générique,Confort,A,5,0.22000000000000003,10,5,31,9.8,24.0,151,1,1,0,0,1,Ce médicament est indiqué dans le traitement de courte durée des toux sèches et des toux d'irritation chez l'adulte et l'adolescent à partir de 15 ans.,(15 mg/5ml),FL/150 ml,2016-04-28
NOVATOUX ENFANTS,DEXTROMETHORPHANE,ADWYA,9044271,1,SYSTEME RESPIRATOIRE,MEDICAMENTS DE LA TOUX ET DU RHUME,Sirop,Générique,Confort,A,5,0.22000000000000003,10,5,31,9.9,24.0,124,1,1,0,0,1,Traitement  de courte durée des toux  sèches et des tous d'irritation chez l'enfant de plus de 6 ans et pesant plus de 20 kg,0.1%,FL/150 ml,2016-03-21
Novel Oral Poliomyelitis Vaccine type 2(nVPO2),VACCIN POLIOMYÉLITIQUE,PT BIO FARMA (PERSERO),10083021EP,0,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,VACCINS,Suspension buvable,Princeps,,O,4,0.25,4,4,27,2.7,24.0,250,1,0,0,0,0,"Le nVPO2 est indiqué pour l'immunisation active de tous les groupes d'âge, pour une utilisation d'urgence en réponse à des flambées causées par le virus de la poliomyélite de type 2,  lorsque l'Initiative mondiale pour l'éradication de la poliomyélit",50 doses,B/10 FL/5ml,2023-06-02
NOVEX  ADULTE,PARACETAMOL+PHENIRAMINE+VITAMINE C,ADWYA,9044141,0,SYSTEME NERVEUX,ANALGESIQUES,Poudre pour suspension orale,Générique,Confort,O,6,0.20500000000000002,20,8,27,12.0,18.0,224,1,1,0,0,1,"1/ Traitement symptomatique des affections orl aigues: rhumes, rhinites allergiques, rhinopharyngites. 2/ Traitement symptomatique des états grippaux. En cas d'affection bactérienne, une antibiothérapie peut être nécessaire.",,B/8 Sachets,2014-03-13
NOVEX  ADULTE,PARACETAMOL+PHENIRAMINE+VITAMINE C,ADWYA,9044142,0,SYSTEME NERVEUX,ANALGESIQUES,Poudre pour suspension orale,Générique,Confort,O,6,0.20500000000000002,20,8,27,11.5,18.0,224,1,1,0,0,1,"1/ Traitement symptomatique des affections orl aigues: rhumes, rhinites allergiques, rhinopharyngites. 2/ Traitement symptomatique des états grippaux. En cas d'affection bactérienne, une antibiothérapie peut être nécessaire.",,B/12 Sachets,2014-08-18
NOVO EIGHT,FACTEUR VIII,NOVO NORDISK A/S Bagsvaerd,5993121H,1,SANG ET ORGANES HEMATOPOIETIQUES,ANTIHEMORRAGIQUES,Pdre p.prep.injectable,Princeps,Vital,A,10,0.11111111111111109,21,14,14,8.0,30.0,177,1,0,0,1,0,Traitement et prophylaxie des épisodes hémorragiques chez les patients présentant une hémophilie A (déficit congénital en facteur VIII). NOVO EIGHT peut être utilisé à tout âge.,250UI,B/1FL de poudre+ Seringue pré-remplie/4ml+1 tige piston+adaptateur pour flacon,2018-03-02
